板块类型,板块名称,板块代码,开始日期,结束日期,股票数量,股票列表
概念板块,幽门菌,880766,2022-01-11,2025-12-16,74,"0000623,0000705,0000756,0000777,0000881,0002030,0002038,0002086,0002223,0002317,0002370,0002412,0002422,0002603,0002675,0002728,0002742,0002755,0002793,0002898,0002907,0002923,0002940,0300006,0300086,0300111,0300194,0300199,0300267,0300404,0300406,0300439,0300463,0300482,0300584,0300639,0300705,0300858,0300869,0300887,0300962,0301060,0301087,0301096,0301111,0301190,0301277,1600252,1600351,1600420,1600530,1600566,1600572,1600774,1603108,1603139,1603222,1603387,1603392,1603658,1603739,1603882,1605199,1605388,1605507,1688067,1688253,1688317,1688319,1688426,1688606,1688658,1688767,1688799"
概念板块,电子纸,880767,2022-01-11,2025-09-04,22,"0000050,0000725,0000727,0002106,0002217,0002362,0002952,0300067,0300088,0300241,0300331,0300398,0300400,0300923,0300939,0300940,1603160,1603533,1688252,1688328,1688496,1688593"
概念板块,免税概念,880602,2022-01-21,2025-12-22,49,"0000011,0000501,0000524,0000564,0000592,0000679,0000759,0000785,0000796,0000886,0000905,0001979,0002163,0002187,0002251,0002277,0002329,0002404,0002697,0002707,0300292,1600004,1600009,1600017,1600018,1600185,1600238,1600338,1600415,1600515,1600606,1600682,1600693,1600694,1600697,1600712,1600738,1600778,1600814,1600827,1600828,1600859,1601021,1601118,1601888,1603069,1603167,1603816,1603825"
概念板块,PVDF概念,880604,2022-01-26,2024-09-06,16,"0002522,0002812,0300041,0300056,0300070,0300281,0300332,0300343,0300510,1600160,1600522,1600673,1601515,1603379,1603659,1603978"
概念板块,装配建筑,880605,2022-01-26,2025-12-29,109,"0000002,0000055,0000402,0000498,0000753,0000786,0000790,0000797,0000859,0000906,0000926,0001212,0001324,0002047,0002061,0002081,0002084,0002116,0002135,0002205,0002271,0002302,0002375,0002398,0002410,0002482,0002524,0002541,0002593,0002596,0002613,0002620,0002628,0002713,0002743,0002761,0002789,0002809,0002811,0002822,0002909,0002949,0003001,0003013,0003037,0300019,0300374,0300405,0300500,0300517,0300564,0300621,0300664,0300675,0300732,0300746,0300767,0300823,0300935,0300977,0300986,0301010,0301024,0301027,0301149,0301167,0301227,0301429,1600170,1600215,1600248,1600477,1600491,1600496,1600502,1600510,1600512,1600585,1600629,1600846,1600939,1601096,1601133,1601155,1601186,1601618,1601668,1601789,1601886,1601992,1603007,1603017,1603030,1603098,1603137,1603153,1603183,1603273,1603339,1603385,1603725,1603828,1605122,1605287,1605318,1688646,2920057,2920149,2920873"
概念板块,绿色建筑,880614,2022-03-21,2022-10-25,73,"0000012,0000055,0000517,0000619,0000786,0000859,0000863,0001210,0002088,0002116,0002135,0002165,0002398,0002421,0002482,0002541,0002613,0002623,0002628,0002663,0002743,0002761,0002789,0002810,0002822,0002909,0003001,0003013,0003035,0300044,0300057,0300093,0300125,0300163,0300234,0300300,0300343,0300374,0300500,0300564,0300675,0300746,0300935,0300986,0300993,0301010,0301024,0301027,0301167,0301199,1600100,1600207,1600309,1600322,1600477,1600586,1600590,1600629,1600819,1601636,1601668,1601678,1601886,1603007,1603017,1603030,1603098,1603126,1603183,1603578,1603737,1605155,1605589"
概念板块,东数西算,880607,2022-02-18,2026-01-12,349,"0000004,0000010,0000032,0000034,0000063,0000066,0000070,0000096,0000156,0000157,0000158,0000533,0000547,0000636,0000779,0000815,0000818,0000823,0000886,0000889,0000925,0000938,0000977,0000988,0001339,0002015,0002042,0002052,0002065,0002117,0002122,0002123,0002126,0002152,0002169,0002183,0002184,0002197,0002212,0002217,0002229,0002230,0002236,0002243,0002261,0002281,0002290,0002298,0002313,0002322,0002335,0002354,0002355,0002368,0002373,0002413,0002416,0002418,0002439,0002471,0002484,0002518,0002528,0002544,0002565,0002575,0002580,0002602,0002625,0002639,0002642,0002647,0002657,0002730,0002757,0002771,0002815,0002822,0002837,0002848,0002881,0002898,0002908,0002912,0002929,0002930,0002947,0002953,0003005,0003007,0003029,0300002,0300017,0300020,0300042,0300047,0300052,0300053,0300056,0300061,0300065,0300067,0300081,0300088,0300098,0300113,0300115,0300133,0300157,0300166,0300167,0300188,0300192,0300210,0300212,0300214,0300229,0300231,0300245,0300249,0300250,0300252,0300266,0300270,0300287,0300300,0300319,0300324,0300339,0300344,0300366,0300369,0300376,0300383,0300397,0300409,0300418,0300419,0300442,0300444,0300449,0300454,0300456,0300458,0300459,0300465,0300472,0300474,0300476,0300479,0300494,0300499,0300500,0300520,0300536,0300556,0300560,0300571,0300578,0300579,0300588,0300597,0300603,0300605,0300608,0300609,0300613,0300634,0300635,0300638,0300657,0300663,0300672,0300688,0300698,0300727,0300730,0300735,0300738,0300768,0300798,0300807,0300811,0300815,0300825,0300826,0300839,0300846,0300853,0300857,0300868,0300895,0300911,0300921,0300925,0300932,0300933,0300949,0300950,0300975,0301046,0301070,0301085,0301117,0301127,0301139,0301157,0301165,0301178,0301202,0301208,0301213,0301236,0301248,0301259,0301262,0301282,0301291,0301307,0301360,0301366,0301382,0301396,0301486,0301536,0301638,1600094,1600100,1600105,1600114,1600121,1600126,1600131,1600156,1600186,1600193,1600289,1600405,1600410,1600449,1600498,1600522,1600589,1600601,1600602,1600633,1600636,1600654,1600666,1600673,1600718,1600734,1600797,1600821,1600845,1600850,1600869,1600941,1600959,1600986,1600996,1601126,1601138,1601179,1601609,1601789,1601868,1601928,1601929,1603000,1603011,1603019,1603110,1603118,1603175,1603191,1603206,1603220,1603236,1603296,1603300,1603315,1603322,1603496,1603528,1603602,1603613,1603629,1603636,1603679,1603685,1603803,1603843,1603859,1603861,1603881,1603887,1603920,1603985,1605058,1605066,1605081,1605111,1605168,1605289,1688041,1688047,1688051,1688096,1688135,1688158,1688159,1688168,1688172,1688205,1688215,1688225,1688226,1688227,1688228,1688229,1688256,1688261,1688262,1688316,1688322,1688327,1688343,1688385,1688387,1688500,1688521,1688568,1688599,1688609,1688620,1688627,1688685,1688709,1688802,2920010,2920092,2920207,2920305,2920493,2920641,2920699,2920808,2920924"
概念板块,跨境支付,880609,2022-02-28,2025-11-24,75,"0000001,0000555,0000617,0000796,0000948,0000997,0002065,0002094,0002098,0002152,0002153,0002183,0002212,0002268,0002315,0002368,0002439,0002537,0002647,0002649,0002707,0002948,0002987,0003029,0003040,0300079,0300130,0300180,0300205,0300339,0300348,0300386,0300465,0300468,0300531,0300541,0300542,0300663,0300674,0300773,0300872,0300996,0301169,0301171,0301208,0301236,0301316,1600000,1600015,1600016,1600036,1600415,1600570,1600571,1600577,1600839,1600850,1600928,1601166,1601288,1601328,1601398,1601939,1601988,1603123,1603927,1688058,1688201,1688225,1688327,1688489,1688561,1688590,1688695,2920799"
概念板块,中俄贸易,880610,2022-03-02,2025-12-25,179,"0000088,0000151,0000528,0000530,0000572,0000680,0000727,0000901,0000906,0000913,0000927,0000928,0000957,0000980,0001233,0001288,0001319,0001360,0001368,0001379,0001388,0002017,0002042,0002051,0002057,0002083,0002095,0002206,0002225,0002269,0002278,0002282,0002286,0002350,0002353,0002392,0002406,0002494,0002562,0002583,0002593,0002632,0002681,0002689,0002691,0002696,0002698,0002705,0002707,0002722,0002725,0002757,0002758,0002774,0002785,0002800,0002846,0002863,0002909,0003017,0003029,0003042,0300001,0300083,0300092,0300135,0300145,0300195,0300218,0300228,0300240,0300275,0300281,0300350,0300387,0300396,0300402,0300471,0300489,0300499,0300510,0300531,0300534,0300633,0300640,0300780,0300786,0300823,0300838,0300912,0300918,0300963,0300971,0300992,0300994,0301041,0301056,0301058,0301105,0301125,0301137,0301156,0301158,0301272,0301317,0301323,0301359,0301439,0301459,0301503,0301529,0301533,1600113,1600148,1600169,1600179,1600202,1600218,1600251,1600339,1600405,1600415,1600582,1600679,1600697,1600735,1600755,1600787,1600798,1600815,1600960,1600967,1600970,1600981,1601008,1601038,1601117,1601298,1601598,1601717,1601880,1601956,1603071,1603073,1603107,1603109,1603126,1603169,1603273,1603280,1603315,1603566,1603569,1603686,1603700,1603727,1603836,1603871,1603948,1603967,1605155,1605167,1605186,1605196,1688117,1688459,1688793,2920058,2920099,2920101,2920158,2920174,2920175,2920225,2920245,2920260,2920454,2920694,2920943"
概念板块,电子身份,880613,2022-03-14,2025-07-09,44,"0000948,0000997,0001388,0002017,0002104,0002117,0002161,0002362,0002439,0002528,0002819,0002908,0002987,0003029,0003040,0300130,0300166,0300168,0300188,0300229,0300306,0300311,0300386,0300479,0300531,0300546,0300560,0300579,0300608,0300645,0300656,0300663,0300717,0300730,0301153,0301178,0301213,0301330,1600271,1600355,1600536,1603636,1688201,1688262"
概念板块,家庭医生,880615,2022-03-21,2022-12-09,24,"0000503,0002044,0002178,0002230,0002390,0002421,0300018,0300020,0300030,0300049,0300074,0300078,0300096,0300168,0300253,0300288,0300290,0300300,0300451,1600196,1600684,1601318,1603939,1605266"
概念板块,辅助生殖,880606,2022-02-14,2025-12-03,74,"0000513,0000516,0000597,0000661,0000710,0000756,0000935,0000950,0002030,0002038,0002162,0002317,0002332,0002570,0002584,0002693,0002932,0300006,0300009,0300012,0300078,0300086,0300147,0300151,0300199,0300204,0300233,0300244,0300272,0300289,0300436,0300482,0300485,0300519,0300583,0300584,0300639,0300642,0300653,0300676,0300887,0300966,0301060,0301122,0301126,0301235,0301330,1600196,1600216,1600276,1600380,1600420,1600479,1600488,1600645,1600704,1600763,1600774,1601089,1603538,1603987,1603990,1605116,1688067,1688076,1688089,1688117,1688193,1688253,1688265,1688273,1688575,1688606,2920017"
概念板块,肝炎概念,880623,2022-04-26,2025-12-16,137,"0000403,0000518,0000566,0000623,0000638,0000650,0000705,0000756,0000766,0000952,0000963,0002007,0002019,0002020,0002022,0002030,0002038,0002082,0002099,0002317,0002349,0002370,0002390,0002393,0002412,0002422,0002424,0002437,0002550,0002566,0002581,0002643,0002644,0002693,0002728,0002737,0002864,0002873,0002880,0002898,0002907,0002923,0002932,0003020,0300003,0300006,0300009,0300039,0300049,0300086,0300110,0300122,0300158,0300194,0300199,0300233,0300244,0300254,0300261,0300294,0300318,0300396,0300404,0300436,0300439,0300463,0300482,0300485,0300497,0300519,0300529,0300583,0300584,0300601,0300639,0300676,0300705,0300723,0300832,0300878,0300887,0301047,0301060,0301089,0301130,0301201,0301207,0301211,0301257,0301301,1600056,1600079,1600129,1600161,1600216,1600252,1600420,1600436,1600479,1600535,1600624,1600645,1600664,1600721,1600789,1600812,1603139,1603229,1603368,1603387,1603538,1603811,1603858,1603882,1603998,1605116,1605199,1688068,1688076,1688136,1688193,1688253,1688278,1688289,1688298,1688317,1688321,1688393,1688399,1688566,1688575,1688606,1688621,1688687,1688767,1688799,2920344"
概念板块,新型城镇,880624,2022-05-11,2025-12-31,210,"0000006,0000010,0000011,0000031,0000065,0000069,0000090,0000407,0000518,0000619,0000628,0000680,0000779,0000809,0000826,0000926,0001230,0001267,0001336,0001396,0002051,0002060,0002061,0002062,0002116,0002135,0002205,0002271,0002285,0002307,0002310,0002339,0002375,0002383,0002398,0002431,0002443,0002457,0002482,0002542,0002593,0002596,0002609,0002620,0002630,0002641,0002663,0002671,0002694,0002717,0002743,0002761,0002775,0002789,0002822,0002856,0002883,0002887,0002909,0002941,0002949,0002960,0002963,0002989,0003013,0003037,0300021,0300070,0300103,0300145,0300155,0300172,0300187,0300197,0300198,0300237,0300284,0300355,0300374,0300388,0300425,0300437,0300500,0300536,0300564,0300594,0300605,0300621,0300635,0300649,0300665,0300668,0300675,0300692,0300732,0300737,0300746,0300778,0300815,0300823,0300826,0300844,0300865,0300935,0300947,0300948,0300949,0300958,0300961,0300977,0300983,0300986,0300989,0301024,0301027,0301038,0301046,0301056,0301083,0301091,0301098,0301109,0301115,0301127,0301136,0301148,0301151,0301167,0301172,0301197,0301248,0301259,0301288,0301365,0301372,0301396,0301505,0301519,1600008,1600153,1600168,1600170,1600266,1600284,1600340,1600491,1600496,1600502,1600510,1600512,1600606,1600629,1600649,1600708,1600720,1600736,1600820,1600853,1600868,1600895,1600939,1601368,1601390,1601512,1601618,1601668,1601789,1601868,1603007,1603017,1603018,1603030,1603137,1603153,1603176,1603183,1603208,1603280,1603300,1603316,1603357,1603359,1603458,1603682,1603778,1603797,1603803,1603815,1603828,1603843,1603856,1603909,1603955,1603956,1605069,1605178,1605268,1605286,1605287,1605303,1688671,2920039,2920149,2920208,2920363,2920370,2920427,2920806,2920873,2920892"
概念板块,粮食概念,880626,2022-05-27,2025-06-27,47,"0000019,0000505,0000626,0000638,0000713,0000716,0000930,0000998,0001338,0002041,0002114,0002133,0002316,0002385,0002419,0002496,0002556,0002646,0002661,0002688,0002758,0002999,0300021,0300087,0300189,0301058,0301301,1600108,1600127,1600180,1600186,1600191,1600300,1600313,1600354,1600359,1600371,1600540,1600598,1600692,1600785,1600965,1601952,1603182,2920087,2920403,2920866"
概念板块,临界发电,880627,2022-06-09,2025-12-25,87,"0000027,0000065,0000533,0000539,0000543,0000552,0000600,0000690,0000767,0000777,0000791,0000825,0000875,0000883,0000899,0000928,0000966,0001286,0001896,0002053,0002204,0002272,0002318,0002366,0002380,0002438,0002478,0002591,0002608,0002630,0002671,0300091,0300092,0300105,0300157,0300172,0300185,0300263,0300830,0300881,0300963,0301092,0301151,1600011,1600021,1600023,1600027,1600089,1600098,1600157,1600202,1600268,1600310,1600348,1600395,1600396,1600481,1600508,1600509,1600546,1600550,1600558,1600575,1600578,1600725,1600726,1600744,1600795,1600805,1600854,1600863,1600875,1600925,1600985,1601226,1601369,1601399,1601727,1601868,1601918,1603169,1603177,1603269,1603315,1603878,1688501,1688565"
概念板块,虚拟电厂,880630,2022-07-12,2026-01-12,137,"0000021,0000027,0000096,0000400,0000421,0000531,0000591,0000600,0000628,0000682,0000685,0000966,0002015,0002063,0002090,0002121,0002169,0002184,0002227,0002253,0002295,0002298,0002339,0002350,0002364,0002380,0002434,0002546,0002606,0002608,0002649,0002769,0002775,0002792,0002857,0002927,0002929,0003035,0300001,0300040,0300048,0300068,0300166,0300183,0300207,0300222,0300266,0300274,0300286,0300305,0300317,0300338,0300353,0300360,0300365,0300376,0300423,0300438,0300444,0300490,0300510,0300513,0300514,0300617,0300638,0300648,0300675,0300682,0300693,0300712,0300880,0300882,0300982,0301041,0301046,0301091,0301162,0301167,0301178,0301179,0301236,0301361,0301390,0301638,1600017,1600021,1600027,1600089,1600116,1600131,1600268,1600353,1600379,1600406,1600508,1600525,1600550,1600575,1600642,1600644,1600718,1600734,1600736,1600744,1600797,1600805,1600995,1601126,1601222,1601369,1601778,1601868,1601877,1603015,1603050,1603105,1603153,1603421,1603679,1603778,1605162,1605286,1688060,1688100,1688171,1688228,1688248,1688390,1688579,1688597,1688599,1688609,1688611,1688681,1688717,2920375,2920641"
概念板块,电池回收,880632,2022-07-25,2025-12-08,88,"0000009,0000030,0000421,0000504,0000546,0000573,0000625,0000652,0000826,0000828,0001283,0002009,0002015,0002034,0002074,0002116,0002145,0002171,0002266,0002310,0002339,0002340,0002347,0002353,0002407,0002455,0002460,0002466,0002580,0002594,0002709,0002733,0002738,0002741,0002849,0300001,0300011,0300068,0300073,0300207,0300263,0300409,0300422,0300618,0300647,0300750,0300837,0300919,0301049,0301152,0301219,0301322,0301358,0301487,0301662,1600104,1600166,1600217,1600292,1600335,1600386,1600478,1600500,1600549,1600733,1600884,1601238,1601311,1603088,1603335,1603569,1603686,1603799,1603867,1603906,1603922,1688005,1688006,1688148,1688269,1688567,1688646,1688707,1688779,1688786,2920030,2920033,2920152"
概念板块,PCB概念,880550,2024-06-07,2026-01-07,181,"0000016,0000630,0000657,0000727,0000737,0000801,0000823,0000988,0001266,0001387,0001388,0001389,0002008,0002045,0002080,0002134,0002138,0002141,0002171,0002213,0002217,0002384,0002429,0002436,0002463,0002544,0002552,0002579,0002584,0002636,0002669,0002708,0002741,0002745,0002815,0002848,0002866,0002886,0002913,0002916,0002927,0002938,0002975,0300012,0300035,0300184,0300196,0300221,0300227,0300252,0300283,0300395,0300400,0300410,0300429,0300446,0300450,0300476,0300503,0300522,0300537,0300538,0300576,0300586,0300632,0300637,0300657,0300679,0300687,0300713,0300739,0300747,0300776,0300801,0300802,0300806,0300814,0300836,0300852,0300903,0300936,0300964,0301013,0301021,0301041,0301106,0301123,0301128,0301132,0301135,0301150,0301176,0301200,0301217,0301251,0301282,0301320,0301338,0301366,0301377,0301379,0301421,0301499,0301511,0301512,0301526,0301555,0301563,0301568,0301603,0301628,0301630,0301687,1600110,1600176,1600183,1600226,1600330,1600525,1600552,1600601,1600990,1601208,1603002,1603011,1603110,1603118,1603124,1603150,1603175,1603186,1603203,1603219,1603228,1603256,1603271,1603283,1603328,1603341,1603386,1603685,1603806,1603920,1603936,1605006,1605058,1605258,1605589,1688003,1688020,1688035,1688150,1688157,1688170,1688183,1688199,1688308,1688312,1688323,1688359,1688388,1688401,1688456,1688519,1688531,1688559,1688571,1688603,1688610,1688630,1688655,1688700,1688720,1688733,2920060,2920130,2920346,2920357,2920526,2920665,2920821"
概念板块,先进封装,880635,2022-08-10,2025-11-27,145,"0000021,0000056,0000925,0000981,0000988,0001212,0001314,0002008,0002077,0002079,0002119,0002137,0002156,0002185,0002436,0002449,0002516,0002579,0002669,0002741,0002816,0002845,0002916,0002967,0300032,0300037,0300041,0300054,0300120,0300121,0300162,0300236,0300303,0300316,0300322,0300394,0300397,0300398,0300400,0300410,0300416,0300429,0300456,0300474,0300480,0300489,0300493,0300545,0300567,0300596,0300632,0300671,0300751,0300757,0300776,0300782,0300786,0300802,0300812,0300814,0300903,0301021,0301050,0301200,0301269,0301308,0301319,0301325,0301338,0301348,0301369,0301510,1600183,1600206,1600330,1600353,1600360,1600460,1600520,1600552,1600584,1600667,1600745,1601137,1603002,1603005,1603078,1603118,1603186,1603203,1603212,1603324,1603690,1603726,1603773,1603991,1605589,1688003,1688012,1688019,1688020,1688035,1688037,1688052,1688061,1688072,1688079,1688082,1688120,1688147,1688167,1688170,1688181,1688216,1688256,1688262,1688300,1688328,1688352,1688361,1688362,1688372,1688375,1688383,1688392,1688396,1688401,1688403,1688419,1688439,1688456,1688518,1688521,1688525,1688535,1688549,1688603,1688630,1688689,1688699,1688720,1688733,1688757,2920139,2920427"
概念板块,热泵概念,880636,2022-08-12,2025-12-16,48,"0000333,0000521,0000530,0000551,0000651,0000811,0000921,0002011,0002035,0002050,0002084,0002139,0002158,0002418,0002454,0002527,0002543,0002639,0002917,0300011,0300140,0300335,0300441,0300594,0300786,0300992,0301018,0301129,0301135,0301226,0301252,0301272,0301317,0301399,0301525,1600167,1600187,1600336,1600619,1600690,1603088,1603158,1603320,1603366,1603677,1603757,1688355,2920088"
概念板块,EDA概念,880637,2022-08-11,2025-05-30,17,"0000539,0002049,0002367,0300046,0300053,0300077,0300353,0300456,0301095,0301269,0301366,1600171,1600820,1600834,1688107,1688206,1688396"
概念板块,光热发电,880639,2022-08-18,2025-12-24,35,"0000537,0001258,0001332,0002088,0002140,0002272,0002380,0002469,0002478,0002480,0002534,0002564,0002630,0002921,0300091,0300112,0300217,0300402,0300881,0301082,1600207,1600379,1600444,1600481,1600501,1600875,1600876,1600905,1601727,1601798,1603126,1603169,1603507,1603878,1688663"
概念板块,供销社,880642,2022-11-04,2022-12-08,19,"0000564,0000722,0000811,0000893,0002014,0002279,0002556,0002639,0002758,0002999,0003042,0300387,0300560,0300603,1600217,1600318,1600354,1603029,1603970"
概念板块,Web3概念,880643,2022-11-11,2025-08-31,66,"0000676,0000701,0000810,0000829,0000863,0002017,0002117,0002152,0002229,0002235,0002291,0002354,0002401,0002467,0002474,0002657,0002858,0002878,0002995,0300036,0300051,0300058,0300071,0300081,0300096,0300113,0300166,0300229,0300250,0300264,0300287,0300364,0300377,0300418,0300465,0300468,0300541,0300542,0300578,0300608,0300612,0300624,0300645,0300663,0300674,0300688,0300781,0301178,0301213,1600208,1600556,1600986,1603019,1603232,1603300,1603579,1603636,1603825,1603888,1603918,1605168,1688039,1688360,1688400,1688588,1688590"
概念板块,DRG-DIP,880644,2022-11-11,2025-02-26,21,"0000503,0002065,0002368,0002777,0300074,0300078,0300096,0300168,0300253,0300271,0300290,0300451,0300730,0301117,0301370,1600718,1600756,1603716,1603990,1688246,1688579"
概念板块,AIGC概念,880645,2022-11-17,2026-01-12,268,"0000156,0000555,0000560,0000681,0000701,0000719,0000727,0000785,0000810,0000892,0000938,0000977,0001314,0001330,0001386,0002044,0002059,0002063,0002115,0002123,0002131,0002174,0002181,0002195,0002229,0002230,0002249,0002264,0002279,0002298,0002315,0002343,0002354,0002373,0002396,0002398,0002400,0002419,0002425,0002467,0002517,0002530,0002555,0002558,0002587,0002602,0002607,0002624,0002649,0002657,0002712,0002713,0002717,0002722,0002757,0002771,0002803,0002811,0002841,0002858,0002862,0002878,0002990,0002995,0003005,0003010,0300002,0300003,0300010,0300017,0300033,0300036,0300047,0300058,0300059,0300063,0300067,0300071,0300075,0300079,0300081,0300096,0300113,0300130,0300133,0300134,0300150,0300166,0300170,0300182,0300188,0300213,0300226,0300229,0300232,0300244,0300251,0300264,0300275,0300287,0300288,0300296,0300299,0300310,0300315,0300347,0300348,0300364,0300365,0300366,0300378,0300380,0300383,0300413,0300418,0300451,0300459,0300479,0300494,0300496,0300500,0300520,0300556,0300592,0300605,0300608,0300612,0300616,0300624,0300634,0300645,0300654,0300668,0300678,0300687,0300688,0300760,0300780,0300781,0300785,0300788,0300792,0300795,0300805,0300822,0300840,0300844,0300846,0300901,0300925,0300949,0300987,0300996,0301027,0301052,0301066,0301078,0301102,0301165,0301169,0301171,0301172,0301236,0301248,0301262,0301270,0301287,0301299,0301313,0301315,0301316,0301330,0301332,0301333,0301365,0301378,0301382,0301428,0301558,0301632,1600100,1600229,1600288,1600309,1600337,1600373,1600410,1600556,1600570,1600588,1600633,1600640,1600666,1600718,1600728,1600756,1600850,1600880,1600959,1600986,1601360,1601811,1601929,1603000,1603012,1603018,1603106,1603108,1603110,1603171,1603180,1603189,1603258,1603322,1603466,1603533,1603598,1603608,1603660,1603666,1603687,1603825,1603859,1603882,1603888,1603918,1603927,1605069,1605168,1605398,1688004,1688031,1688039,1688058,1688088,1688089,1688095,1688109,1688118,1688201,1688228,1688292,1688327,1688365,1688369,1688400,1688500,1688561,1688568,1688590,1688615,1688671,1688777,1688787,2920021,2920075,2920092,2920116,2920190,2920207,2920263,2920305,2920475,2920493,2920592,2920670,2920892,2920953"
概念板块,复合铜箔,880646,2022-11-23,2025-11-25,46,"0001223,0002191,0002203,0002263,0002426,0002585,0002741,0002846,0002859,0002992,0003015,0300057,0300120,0300305,0300450,0300538,0300632,0300706,0300724,0301150,0301217,0301389,0301392,0301511,1600110,1600226,1600237,1600346,1600869,1601208,1601515,1603124,1603618,1603659,1603773,1603800,1688020,1688170,1688359,1688388,1688392,1688499,1688530,1688659,1688700,2920204"
概念板块,数据确权,880647,2022-12-06,2025-11-18,66,"0000032,0000158,0000503,0000607,0000665,0000681,0000719,0000829,0000925,0001368,0002093,0002117,0002152,0002212,0002235,0002354,0002657,0002717,0002739,0002908,0002967,0003039,0300079,0300081,0300085,0300096,0300113,0300188,0300212,0300220,0300271,0300364,0300369,0300468,0300531,0300541,0300579,0300608,0300659,0300663,0300668,0300773,0300895,0301091,0301159,0301169,0301178,0301248,1600208,1600283,1600633,1600831,1600880,1601811,1601999,1603000,1603636,1603721,1603888,1603918,1688051,1688327,1688489,1688579,1688590,2920184"
概念板块,数据要素,880667,2023-04-13,2025-12-23,384,"0000032,0000409,0000503,0000555,0000560,0000620,0000628,0000665,0000681,0000710,0000719,0000779,0000785,0000801,0000810,0000839,0000925,0000938,0000967,0000988,0000997,0001287,0002012,0002044,0002055,0002063,0002065,0002076,0002093,0002095,0002116,0002122,0002123,0002128,0002152,0002154,0002178,0002197,0002229,0002230,0002232,0002235,0002236,0002238,0002253,0002264,0002268,0002279,0002291,0002298,0002302,0002322,0002352,0002354,0002355,0002362,0002368,0002373,0002380,0002400,0002401,0002405,0002410,0002413,0002439,0002474,0002512,0002528,0002530,0002544,0002546,0002591,0002609,0002642,0002649,0002658,0002766,0002777,0002803,0002819,0002869,0002878,0002908,0002912,0002929,0002967,0002987,0003004,0003005,0003007,0003016,0300020,0300030,0300033,0300036,0300044,0300047,0300053,0300059,0300061,0300071,0300075,0300078,0300085,0300096,0300133,0300166,0300168,0300170,0300173,0300180,0300182,0300188,0300212,0300213,0300226,0300229,0300231,0300244,0300245,0300248,0300253,0300259,0300271,0300272,0300275,0300287,0300295,0300296,0300324,0300333,0300341,0300348,0300349,0300350,0300364,0300365,0300366,0300369,0300370,0300378,0300380,0300399,0300419,0300448,0300451,0300465,0300469,0300479,0300486,0300490,0300513,0300520,0300525,0300531,0300541,0300542,0300546,0300552,0300556,0300571,0300588,0300605,0300608,0300609,0300634,0300635,0300645,0300662,0300663,0300674,0300675,0300676,0300678,0300682,0300688,0300698,0300711,0300730,0300732,0300738,0300746,0300766,0300773,0300781,0300785,0300788,0300795,0300807,0300825,0300826,0300830,0300846,0300872,0300895,0300897,0300902,0300925,0300935,0300941,0300949,0300977,0300989,0300996,0301027,0301052,0301091,0301102,0301110,0301129,0301136,0301139,0301153,0301159,0301169,0301171,0301172,0301178,0301185,0301197,0301208,0301218,0301236,0301248,0301270,0301299,0301313,0301315,0301316,0301337,0301339,0301370,0301378,0301382,0301390,0301396,0301428,0301556,0301638,1600050,1600057,1600060,1600100,1600121,1600180,1600229,1600268,1600271,1600282,1600283,1600288,1600308,1600345,1600410,1600415,1600421,1600446,1600476,1600498,1600522,1600556,1600570,1600602,1600633,1600636,1600658,1600666,1600718,1600720,1600728,1600734,1600794,1600797,1600820,1600822,1600850,1600868,1600877,1600880,1600882,1600941,1600959,1601228,1601728,1601858,1601921,1601929,1601949,1603000,1603090,1603123,1603138,1603171,1603209,1603300,1603322,1603357,1603466,1603528,1603533,1603565,1603569,1603598,1603602,1603613,1603636,1603679,1603721,1603729,1603789,1603836,1603859,1603882,1603888,1603927,1603956,1603999,1605168,1605178,1605186,1605268,1605398,1688004,1688023,1688031,1688038,1688051,1688058,1688066,1688078,1688109,1688118,1688158,1688159,1688171,1688175,1688187,1688207,1688217,1688225,1688227,1688228,1688229,1688232,1688244,1688246,1688288,1688292,1688296,1688369,1688435,1688500,1688509,1688562,1688568,1688579,1688588,1688597,1688615,1688631,1688651,1688671,1688676,1688692,1688695,1688768,1688777,1688787,2920039,2920092,2920116,2920171,2920184,2920198,2920207,2920262,2920305,2920375,2920564,2920592,2920790,2920806,2920879,2920953"
概念板块,POE胶膜,880649,2022-12-27,2025-11-14,28,"0000301,0000698,0000819,0000990,0002140,0002218,0002493,0002623,0002648,0002868,0003022,0300566,0301019,0301100,0301131,0301687,1600309,1600989,1601139,1603051,1603212,1603255,1603330,1603806,1605566,1688560,1688680,2920056"
概念板块,血氧仪,880650,2022-12-29,2025-12-16,31,"0000521,0002223,0002432,0002449,0002614,0002681,0002870,0002980,0300003,0300018,0300026,0300077,0300206,0300211,0300246,0300314,0300562,0300753,0300760,0300793,0300869,0301087,0301290,0301552,1600839,1603986,1688130,1688380,1688595,2920278,2920992"
